ARTIST,TECHNIQUE,SIGNATURE,CONDITION,TOTAL DIMENSIONS,YEAR,Colorfulness Score,SVD Entropy,PRICE
190,-0.122086567,2,2,0.005359114,-0.442209755,127.658254,5.516478692,850
331,-1.295299686,2,1,-0.790564147,-3.200161468,20.20873121,4.274917231,3000
344,-1.295299686,0,2,0.651712983,-2.648571125,178.5352632,5.653779563,763
229,1.051126553,2,2,0.778355331,-2.28084423,193.3626517,6.055185529,51
354,-1.295299686,2,2,-0.836931972,-0.442209755,188.826487,5.984547049,110
366,-1.295299686,0,2,-0.99105332,-2.740502849,192.7616332,8.359106318,5600
229,-1.295299686,2,2,-0.871579407,-3.384024915,60.09598125,5.610883238,390
366,-1.295299686,0,0,-1.126058841,-2.648571125,194.7541684,7.647917183,4300
103,-0.122086567,0,0,1.192929809,-0.442209755,43.14474843,4.701378922,66
335,-0.122086567,1,2,-0.374567929,-2.740502849,43.71047208,6.569064185,130
134,-0.122086567,2,0,1.946810199,0.66097093,189.4258134,6.951723696,130
240,-0.122086567,2,2,-0.909811059,-1.085731821,123.6952308,6.097971906,220
190,-0.122086567,2,0,-0.752702864,-0.58010734,83.0629341,7.03619176,170
190,-0.122086567,2,0,-0.752702864,-0.58010734,139.8139096,7.326578765,130
331,-0.122086567,1,2,-0.374567929,-0.901868374,181.1684241,7.651453546,65
354,3.397552791,1,0,-0.836931972,-0.626073202,122.8802307,5.061831149,135
179,-0.122086567,2,0,-0.488964201,0.247278173,162.4856762,6.300111695,76
344,-1.295299686,0,2,0.844065983,-2.28084423,188.2206589,6.242176078,465
274,-0.122086567,1,2,0.670231439,-0.901868374,192.3094544,5.756195555,140
366,3.397552791,0,2,-0.901447885,-2.740502849,68.20058048,7.062454216,365
331,-0.122086567,1,2,0.741318418,-1.821185611,112.845136,6.94190994,182
221,-0.122086567,1,2,-0.34589419,-2.740502849,139.1892373,5.81484507,130
366,-1.295299686,0,2,-0.58386233,-2.602605263,35.95033238,5.394032681,550
331,-0.122086567,2,0,-0.590517027,-0.80993665,24.87826346,7.265225776,390
378,-0.708693126,0,2,-0.842905668,-2.418741816,37.95257679,5.835683179,3306
169,-1.295299686,0,0,-0.882332059,-2.188912506,203.3958131,6.661823944,90
